Timestamp; MHD File
1742891837269; BronchoscopyVideo_1_20250325T093638_openCV_388.mhd
1742891837369; BronchoscopyVideo_1_20250325T093638_openCV_389.mhd
1742891837469; BronchoscopyVideo_1_20250325T093638_openCV_390.mhd
1742891837569; BronchoscopyVideo_1_20250325T093638_openCV_391.mhd
1742891837669; BronchoscopyVideo_1_20250325T093638_openCV_392.mhd
1742891837769; BronchoscopyVideo_1_20250325T093638_openCV_393.mhd
1742891837869; BronchoscopyVideo_1_20250325T093638_openCV_394.mhd
1742891837969; BronchoscopyVideo_1_20250325T093638_openCV_395.mhd
1742891838069; BronchoscopyVideo_1_20250325T093638_openCV_396.mhd
1742891838169; BronchoscopyVideo_1_20250325T093638_openCV_397.mhd
1742891838269; BronchoscopyVideo_1_20250325T093638_openCV_398.mhd
1742891838369; BronchoscopyVideo_1_20250325T093638_openCV_399.mhd
1742891838469; BronchoscopyVideo_1_20250325T093638_openCV_400.mhd
1742891838569; BronchoscopyVideo_1_20250325T093638_openCV_401.mhd
1742891838669; BronchoscopyVideo_1_20250325T093638_openCV_402.mhd
1742891838769; BronchoscopyVideo_1_20250325T093638_openCV_403.mhd
1742891838869; BronchoscopyVideo_1_20250325T093638_openCV_404.mhd
1742891838969; BronchoscopyVideo_1_20250325T093638_openCV_405.mhd
1742891839069; BronchoscopyVideo_1_20250325T093638_openCV_406.mhd
1742891839169; BronchoscopyVideo_1_20250325T093638_openCV_407.mhd
1742891839269; BronchoscopyVideo_1_20250325T093638_openCV_408.mhd
1742891839369; BronchoscopyVideo_1_20250325T093638_openCV_409.mhd
1742891839469; BronchoscopyVideo_1_20250325T093638_openCV_410.mhd
1742891839569; BronchoscopyVideo_1_20250325T093638_openCV_411.mhd
1742891839669; BronchoscopyVideo_1_20250325T093638_openCV_412.mhd
1742891839769; BronchoscopyVideo_1_20250325T093638_openCV_413.mhd
1742891839869; BronchoscopyVideo_1_20250325T093638_openCV_414.mhd
1742891839969; BronchoscopyVideo_1_20250325T093638_openCV_415.mhd
1742891840069; BronchoscopyVideo_1_20250325T093638_openCV_416.mhd
1742891840169; BronchoscopyVideo_1_20250325T093638_openCV_417.mhd
1742891840269; BronchoscopyVideo_1_20250325T093638_openCV_418.mhd
1742891840369; BronchoscopyVideo_1_20250325T093638_openCV_419.mhd
1742891840469; BronchoscopyVideo_1_20250325T093638_openCV_420.mhd
1742891840569; BronchoscopyVideo_1_20250325T093638_openCV_421.mhd
1742891840669; BronchoscopyVideo_1_20250325T093638_openCV_422.mhd
1742891840769; BronchoscopyVideo_1_20250325T093638_openCV_423.mhd
1742891840869; BronchoscopyVideo_1_20250325T093638_openCV_424.mhd
1742891840969; BronchoscopyVideo_1_20250325T093638_openCV_425.mhd
1742891841069; BronchoscopyVideo_1_20250325T093638_openCV_426.mhd
1742891841169; BronchoscopyVideo_1_20250325T093638_openCV_427.mhd
1742891841269; BronchoscopyVideo_1_20250325T093638_openCV_428.mhd
1742891841369; BronchoscopyVideo_1_20250325T093638_openCV_429.mhd
1742891841469; BronchoscopyVideo_1_20250325T093638_openCV_430.mhd
1742891841569; BronchoscopyVideo_1_20250325T093638_openCV_431.mhd
1742891841669; BronchoscopyVideo_1_20250325T093638_openCV_432.mhd
1742891841769; BronchoscopyVideo_1_20250325T093638_openCV_433.mhd
1742891841869; BronchoscopyVideo_1_20250325T093638_openCV_434.mhd
1742891841969; BronchoscopyVideo_1_20250325T093638_openCV_435.mhd
1742891842069; BronchoscopyVideo_1_20250325T093638_openCV_436.mhd
1742891842169; BronchoscopyVideo_1_20250325T093638_openCV_437.mhd
1742891842269; BronchoscopyVideo_1_20250325T093638_openCV_438.mhd
1742891842369; BronchoscopyVideo_1_20250325T093638_openCV_439.mhd
1742891842469; BronchoscopyVideo_1_20250325T093638_openCV_440.mhd
1742891842569; BronchoscopyVideo_1_20250325T093638_openCV_441.mhd
1742891842669; BronchoscopyVideo_1_20250325T093638_openCV_442.mhd
1742891842769; BronchoscopyVideo_1_20250325T093638_openCV_443.mhd
1742891842869; BronchoscopyVideo_1_20250325T093638_openCV_444.mhd
1742891842969; BronchoscopyVideo_1_20250325T093638_openCV_445.mhd
1742891843069; BronchoscopyVideo_1_20250325T093638_openCV_446.mhd
1742891843169; BronchoscopyVideo_1_20250325T093638_openCV_447.mhd
1742891843269; BronchoscopyVideo_1_20250325T093638_openCV_448.mhd
1742891843369; BronchoscopyVideo_1_20250325T093638_openCV_449.mhd
1742891843469; BronchoscopyVideo_1_20250325T093638_openCV_450.mhd
1742891843569; BronchoscopyVideo_1_20250325T093638_openCV_451.mhd
1742891843669; BronchoscopyVideo_1_20250325T093638_openCV_452.mhd
1742891843769; BronchoscopyVideo_1_20250325T093638_openCV_453.mhd
1742891843869; BronchoscopyVideo_1_20250325T093638_openCV_454.mhd
1742891843969; BronchoscopyVideo_1_20250325T093638_openCV_455.mhd
1742891844069; BronchoscopyVideo_1_20250325T093638_openCV_456.mhd
1742891844169; BronchoscopyVideo_1_20250325T093638_openCV_457.mhd
1742891844269; BronchoscopyVideo_1_20250325T093638_openCV_458.mhd
1742891844369; BronchoscopyVideo_1_20250325T093638_openCV_459.mhd
1742891844469; BronchoscopyVideo_1_20250325T093638_openCV_460.mhd
1742891844569; BronchoscopyVideo_1_20250325T093638_openCV_461.mhd
1742891844669; BronchoscopyVideo_1_20250325T093638_openCV_462.mhd
1742891844769; BronchoscopyVideo_1_20250325T093638_openCV_463.mhd
1742891844869; BronchoscopyVideo_1_20250325T093638_openCV_464.mhd
1742891844969; BronchoscopyVideo_1_20250325T093638_openCV_465.mhd
1742891845069; BronchoscopyVideo_1_20250325T093638_openCV_466.mhd
1742891845169; BronchoscopyVideo_1_20250325T093638_openCV_467.mhd
1742891845269; BronchoscopyVideo_1_20250325T093638_openCV_468.mhd
1742891845369; BronchoscopyVideo_1_20250325T093638_openCV_469.mhd
1742891845469; BronchoscopyVideo_1_20250325T093638_openCV_470.mhd
1742891845569; BronchoscopyVideo_1_20250325T093638_openCV_471.mhd
1742891845669; BronchoscopyVideo_1_20250325T093638_openCV_472.mhd
1742891845769; BronchoscopyVideo_1_20250325T093638_openCV_473.mhd
1742891845869; BronchoscopyVideo_1_20250325T093638_openCV_474.mhd
1742891845969; BronchoscopyVideo_1_20250325T093638_openCV_475.mhd
1742891846069; BronchoscopyVideo_1_20250325T093638_openCV_476.mhd
1742891846169; BronchoscopyVideo_1_20250325T093638_openCV_477.mhd
1742891846269; BronchoscopyVideo_1_20250325T093638_openCV_478.mhd
1742891846369; BronchoscopyVideo_1_20250325T093638_openCV_479.mhd
1742891846469; BronchoscopyVideo_1_20250325T093638_openCV_480.mhd
1742891846569; BronchoscopyVideo_1_20250325T093638_openCV_481.mhd
1742891846669; BronchoscopyVideo_1_20250325T093638_openCV_482.mhd
1742891846769; BronchoscopyVideo_1_20250325T093638_openCV_483.mhd
1742891846869; BronchoscopyVideo_1_20250325T093638_openCV_484.mhd
1742891846969; BronchoscopyVideo_1_20250325T093638_openCV_485.mhd
1742891847069; BronchoscopyVideo_1_20250325T093638_openCV_486.mhd
1742891847169; BronchoscopyVideo_1_20250325T093638_openCV_487.mhd
1742891847269; BronchoscopyVideo_1_20250325T093638_openCV_488.mhd
1742891847369; BronchoscopyVideo_1_20250325T093638_openCV_489.mhd
1742891847469; BronchoscopyVideo_1_20250325T093638_openCV_490.mhd
1742891847569; BronchoscopyVideo_1_20250325T093638_openCV_491.mhd
1742891847669; BronchoscopyVideo_1_20250325T093638_openCV_492.mhd
1742891847769; BronchoscopyVideo_1_20250325T093638_openCV_493.mhd
1742891847869; BronchoscopyVideo_1_20250325T093638_openCV_494.mhd
1742891847969; BronchoscopyVideo_1_20250325T093638_openCV_495.mhd
1742891848069; BronchoscopyVideo_1_20250325T093638_openCV_496.mhd
1742891848169; BronchoscopyVideo_1_20250325T093638_openCV_497.mhd
1742891848269; BronchoscopyVideo_1_20250325T093638_openCV_498.mhd
1742891848369; BronchoscopyVideo_1_20250325T093638_openCV_499.mhd
1742891848469; BronchoscopyVideo_1_20250325T093638_openCV_500.mhd
1742891848569; BronchoscopyVideo_1_20250325T093638_openCV_501.mhd
1742891848669; BronchoscopyVideo_1_20250325T093638_openCV_502.mhd
1742891848769; BronchoscopyVideo_1_20250325T093638_openCV_503.mhd
1742891848869; BronchoscopyVideo_1_20250325T093638_openCV_504.mhd
1742891848969; BronchoscopyVideo_1_20250325T093638_openCV_505.mhd
1742891849069; BronchoscopyVideo_1_20250325T093638_openCV_506.mhd
1742891849169; BronchoscopyVideo_1_20250325T093638_openCV_507.mhd
1742891849269; BronchoscopyVideo_1_20250325T093638_openCV_508.mhd
1742891849369; BronchoscopyVideo_1_20250325T093638_openCV_509.mhd
1742891849469; BronchoscopyVideo_1_20250325T093638_openCV_510.mhd
1742891849569; BronchoscopyVideo_1_20250325T093638_openCV_511.mhd
1742891849669; BronchoscopyVideo_1_20250325T093638_openCV_512.mhd
1742891849769; BronchoscopyVideo_1_20250325T093638_openCV_513.mhd
1742891849869; BronchoscopyVideo_1_20250325T093638_openCV_514.mhd
1742891849969; BronchoscopyVideo_1_20250325T093638_openCV_515.mhd
1742891850069; BronchoscopyVideo_1_20250325T093638_openCV_516.mhd
1742891850169; BronchoscopyVideo_1_20250325T093638_openCV_517.mhd
1742891850269; BronchoscopyVideo_1_20250325T093638_openCV_518.mhd
1742891850369; BronchoscopyVideo_1_20250325T093638_openCV_519.mhd
1742891850469; BronchoscopyVideo_1_20250325T093638_openCV_520.mhd
1742891850569; BronchoscopyVideo_1_20250325T093638_openCV_521.mhd
1742891850669; BronchoscopyVideo_1_20250325T093638_openCV_522.mhd
1742891850769; BronchoscopyVideo_1_20250325T093638_openCV_523.mhd
1742891850869; BronchoscopyVideo_1_20250325T093638_openCV_524.mhd
1742891850969; BronchoscopyVideo_1_20250325T093638_openCV_525.mhd
1742891851069; BronchoscopyVideo_1_20250325T093638_openCV_526.mhd
1742891851169; BronchoscopyVideo_1_20250325T093638_openCV_527.mhd
1742891851269; BronchoscopyVideo_1_20250325T093638_openCV_528.mhd
1742891851369; BronchoscopyVideo_1_20250325T093638_openCV_529.mhd
1742891851469; BronchoscopyVideo_1_20250325T093638_openCV_530.mhd
1742891851569; BronchoscopyVideo_1_20250325T093638_openCV_531.mhd
1742891851669; BronchoscopyVideo_1_20250325T093638_openCV_532.mhd
1742891851769; BronchoscopyVideo_1_20250325T093638_openCV_533.mhd
1742891851869; BronchoscopyVideo_1_20250325T093638_openCV_534.mhd
1742891851969; BronchoscopyVideo_1_20250325T093638_openCV_535.mhd
1742891852069; BronchoscopyVideo_1_20250325T093638_openCV_536.mhd
1742891852169; BronchoscopyVideo_1_20250325T093638_openCV_537.mhd
1742891852269; BronchoscopyVideo_1_20250325T093638_openCV_538.mhd
1742891852369; BronchoscopyVideo_1_20250325T093638_openCV_539.mhd
1742891852469; BronchoscopyVideo_1_20250325T093638_openCV_540.mhd
1742891852569; BronchoscopyVideo_1_20250325T093638_openCV_541.mhd
1742891852669; BronchoscopyVideo_1_20250325T093638_openCV_542.mhd
1742891852769; BronchoscopyVideo_1_20250325T093638_openCV_543.mhd
1742891852869; BronchoscopyVideo_1_20250325T093638_openCV_544.mhd
1742891852969; BronchoscopyVideo_1_20250325T093638_openCV_545.mhd
1742891853069; BronchoscopyVideo_1_20250325T093638_openCV_546.mhd
1742891853169; BronchoscopyVideo_1_20250325T093638_openCV_547.mhd
1742891853269; BronchoscopyVideo_1_20250325T093638_openCV_548.mhd
1742891853369; BronchoscopyVideo_1_20250325T093638_openCV_549.mhd
1742891853469; BronchoscopyVideo_1_20250325T093638_openCV_550.mhd
1742891853569; BronchoscopyVideo_1_20250325T093638_openCV_551.mhd
1742891853669; BronchoscopyVideo_1_20250325T093638_openCV_552.mhd
1742891853769; BronchoscopyVideo_1_20250325T093638_openCV_553.mhd
1742891853869; BronchoscopyVideo_1_20250325T093638_openCV_554.mhd
1742891853969; BronchoscopyVideo_1_20250325T093638_openCV_555.mhd
1742891854069; BronchoscopyVideo_1_20250325T093638_openCV_556.mhd
1742891854169; BronchoscopyVideo_1_20250325T093638_openCV_557.mhd
1742891854269; BronchoscopyVideo_1_20250325T093638_openCV_558.mhd
1742891854369; BronchoscopyVideo_1_20250325T093638_openCV_559.mhd
1742891854469; BronchoscopyVideo_1_20250325T093638_openCV_560.mhd
1742891854569; BronchoscopyVideo_1_20250325T093638_openCV_561.mhd
1742891854669; BronchoscopyVideo_1_20250325T093638_openCV_562.mhd
1742891854769; BronchoscopyVideo_1_20250325T093638_openCV_563.mhd
1742891854869; BronchoscopyVideo_1_20250325T093638_openCV_564.mhd
1742891854969; BronchoscopyVideo_1_20250325T093638_openCV_565.mhd
1742891855069; BronchoscopyVideo_1_20250325T093638_openCV_566.mhd
1742891855169; BronchoscopyVideo_1_20250325T093638_openCV_567.mhd
1742891855269; BronchoscopyVideo_1_20250325T093638_openCV_568.mhd
1742891855369; BronchoscopyVideo_1_20250325T093638_openCV_569.mhd
1742891855469; BronchoscopyVideo_1_20250325T093638_openCV_570.mhd
1742891855569; BronchoscopyVideo_1_20250325T093638_openCV_571.mhd
1742891855669; BronchoscopyVideo_1_20250325T093638_openCV_572.mhd
1742891855769; BronchoscopyVideo_1_20250325T093638_openCV_573.mhd
1742891855869; BronchoscopyVideo_1_20250325T093638_openCV_574.mhd
1742891855969; BronchoscopyVideo_1_20250325T093638_openCV_575.mhd
1742891856069; BronchoscopyVideo_1_20250325T093638_openCV_576.mhd
1742891856169; BronchoscopyVideo_1_20250325T093638_openCV_577.mhd
1742891856269; BronchoscopyVideo_1_20250325T093638_openCV_578.mhd
1742891856369; BronchoscopyVideo_1_20250325T093638_openCV_579.mhd
1742891856469; BronchoscopyVideo_1_20250325T093638_openCV_580.mhd
1742891856569; BronchoscopyVideo_1_20250325T093638_openCV_581.mhd
1742891856669; BronchoscopyVideo_1_20250325T093638_openCV_582.mhd
1742891856769; BronchoscopyVideo_1_20250325T093638_openCV_583.mhd
1742891856869; BronchoscopyVideo_1_20250325T093638_openCV_584.mhd
1742891856969; BronchoscopyVideo_1_20250325T093638_openCV_585.mhd
1742891857069; BronchoscopyVideo_1_20250325T093638_openCV_586.mhd
1742891857169; BronchoscopyVideo_1_20250325T093638_openCV_587.mhd
1742891857269; BronchoscopyVideo_1_20250325T093638_openCV_588.mhd
1742891857369; BronchoscopyVideo_1_20250325T093638_openCV_589.mhd
1742891857469; BronchoscopyVideo_1_20250325T093638_openCV_590.mhd
1742891857569; BronchoscopyVideo_1_20250325T093638_openCV_591.mhd
1742891857669; BronchoscopyVideo_1_20250325T093638_openCV_592.mhd
1742891857769; BronchoscopyVideo_1_20250325T093638_openCV_593.mhd
1742891857869; BronchoscopyVideo_1_20250325T093638_openCV_594.mhd
1742891857969; BronchoscopyVideo_1_20250325T093638_openCV_595.mhd
1742891858069; BronchoscopyVideo_1_20250325T093638_openCV_596.mhd
1742891858169; BronchoscopyVideo_1_20250325T093638_openCV_597.mhd
1742891858269; BronchoscopyVideo_1_20250325T093638_openCV_598.mhd
1742891858369; BronchoscopyVideo_1_20250325T093638_openCV_599.mhd
1742891858469; BronchoscopyVideo_1_20250325T093638_openCV_600.mhd
1742891858569; BronchoscopyVideo_1_20250325T093638_openCV_601.mhd
1742891858669; BronchoscopyVideo_1_20250325T093638_openCV_602.mhd
1742891858769; BronchoscopyVideo_1_20250325T093638_openCV_603.mhd
1742891858869; BronchoscopyVideo_1_20250325T093638_openCV_604.mhd
1742891858969; BronchoscopyVideo_1_20250325T093638_openCV_605.mhd
1742891859069; BronchoscopyVideo_1_20250325T093638_openCV_606.mhd
1742891859169; BronchoscopyVideo_1_20250325T093638_openCV_607.mhd
1742891859269; BronchoscopyVideo_1_20250325T093638_openCV_608.mhd
1742891859369; BronchoscopyVideo_1_20250325T093638_openCV_609.mhd
1742891859469; BronchoscopyVideo_1_20250325T093638_openCV_610.mhd
1742891859569; BronchoscopyVideo_1_20250325T093638_openCV_611.mhd
1742891859669; BronchoscopyVideo_1_20250325T093638_openCV_612.mhd
1742891859769; BronchoscopyVideo_1_20250325T093638_openCV_613.mhd
1742891859869; BronchoscopyVideo_1_20250325T093638_openCV_614.mhd
1742891859969; BronchoscopyVideo_1_20250325T093638_openCV_615.mhd
1742891860069; BronchoscopyVideo_1_20250325T093638_openCV_616.mhd
1742891860169; BronchoscopyVideo_1_20250325T093638_openCV_617.mhd
1742891860269; BronchoscopyVideo_1_20250325T093638_openCV_618.mhd
1742891860369; BronchoscopyVideo_1_20250325T093638_openCV_619.mhd
1742891860469; BronchoscopyVideo_1_20250325T093638_openCV_620.mhd
1742891860569; BronchoscopyVideo_1_20250325T093638_openCV_621.mhd
1742891860669; BronchoscopyVideo_1_20250325T093638_openCV_622.mhd
1742891860769; BronchoscopyVideo_1_20250325T093638_openCV_623.mhd
1742891860869; BronchoscopyVideo_1_20250325T093638_openCV_624.mhd
1742891860969; BronchoscopyVideo_1_20250325T093638_openCV_625.mhd
1742891861069; BronchoscopyVideo_1_20250325T093638_openCV_626.mhd
1742891861169; BronchoscopyVideo_1_20250325T093638_openCV_627.mhd
1742891861269; BronchoscopyVideo_1_20250325T093638_openCV_628.mhd
1742891861369; BronchoscopyVideo_1_20250325T093638_openCV_629.mhd
1742891861469; BronchoscopyVideo_1_20250325T093638_openCV_630.mhd
1742891861569; BronchoscopyVideo_1_20250325T093638_openCV_631.mhd
1742891861669; BronchoscopyVideo_1_20250325T093638_openCV_632.mhd
1742891861769; BronchoscopyVideo_1_20250325T093638_openCV_633.mhd
1742891861869; BronchoscopyVideo_1_20250325T093638_openCV_634.mhd
1742891861969; BronchoscopyVideo_1_20250325T093638_openCV_635.mhd
1742891862069; BronchoscopyVideo_1_20250325T093638_openCV_636.mhd
1742891862169; BronchoscopyVideo_1_20250325T093638_openCV_637.mhd
1742891862269; BronchoscopyVideo_1_20250325T093638_openCV_638.mhd
1742891862369; BronchoscopyVideo_1_20250325T093638_openCV_639.mhd
1742891862469; BronchoscopyVideo_1_20250325T093638_openCV_640.mhd
1742891862569; BronchoscopyVideo_1_20250325T093638_openCV_641.mhd
1742891862669; BronchoscopyVideo_1_20250325T093638_openCV_642.mhd
1742891862769; BronchoscopyVideo_1_20250325T093638_openCV_643.mhd
1742891862869; BronchoscopyVideo_1_20250325T093638_openCV_644.mhd
1742891862969; BronchoscopyVideo_1_20250325T093638_openCV_645.mhd
1742891863069; BronchoscopyVideo_1_20250325T093638_openCV_646.mhd
1742891863169; BronchoscopyVideo_1_20250325T093638_openCV_647.mhd
1742891863269; BronchoscopyVideo_1_20250325T093638_openCV_648.mhd
1742891863369; BronchoscopyVideo_1_20250325T093638_openCV_649.mhd
1742891863469; BronchoscopyVideo_1_20250325T093638_openCV_650.mhd
1742891863569; BronchoscopyVideo_1_20250325T093638_openCV_651.mhd
1742891863669; BronchoscopyVideo_1_20250325T093638_openCV_652.mhd
1742891863769; BronchoscopyVideo_1_20250325T093638_openCV_653.mhd
1742891863869; BronchoscopyVideo_1_20250325T093638_openCV_654.mhd
1742891863969; BronchoscopyVideo_1_20250325T093638_openCV_655.mhd
1742891864069; BronchoscopyVideo_1_20250325T093638_openCV_656.mhd
1742891864169; BronchoscopyVideo_1_20250325T093638_openCV_657.mhd
1742891864269; BronchoscopyVideo_1_20250325T093638_openCV_658.mhd
1742891864369; BronchoscopyVideo_1_20250325T093638_openCV_659.mhd
1742891864469; BronchoscopyVideo_1_20250325T093638_openCV_660.mhd
1742891864569; BronchoscopyVideo_1_20250325T093638_openCV_661.mhd
1742891864669; BronchoscopyVideo_1_20250325T093638_openCV_662.mhd
1742891864769; BronchoscopyVideo_1_20250325T093638_openCV_663.mhd
1742891864869; BronchoscopyVideo_1_20250325T093638_openCV_664.mhd
1742891864969; BronchoscopyVideo_1_20250325T093638_openCV_665.mhd
1742891865069; BronchoscopyVideo_1_20250325T093638_openCV_666.mhd
1742891865169; BronchoscopyVideo_1_20250325T093638_openCV_667.mhd
1742891865269; BronchoscopyVideo_1_20250325T093638_openCV_668.mhd
1742891865369; BronchoscopyVideo_1_20250325T093638_openCV_669.mhd
1742891865469; BronchoscopyVideo_1_20250325T093638_openCV_670.mhd
1742891865569; BronchoscopyVideo_1_20250325T093638_openCV_671.mhd
1742891865669; BronchoscopyVideo_1_20250325T093638_openCV_672.mhd
1742891865769; BronchoscopyVideo_1_20250325T093638_openCV_673.mhd
1742891865869; BronchoscopyVideo_1_20250325T093638_openCV_674.mhd
1742891865969; BronchoscopyVideo_1_20250325T093638_openCV_675.mhd
1742891866069; BronchoscopyVideo_1_20250325T093638_openCV_676.mhd
1742891866169; BronchoscopyVideo_1_20250325T093638_openCV_677.mhd
1742891866269; BronchoscopyVideo_1_20250325T093638_openCV_678.mhd
1742891866369; BronchoscopyVideo_1_20250325T093638_openCV_679.mhd
1742891866469; BronchoscopyVideo_1_20250325T093638_openCV_680.mhd
1742891866569; BronchoscopyVideo_1_20250325T093638_openCV_681.mhd
1742891866669; BronchoscopyVideo_1_20250325T093638_openCV_682.mhd
1742891866769; BronchoscopyVideo_1_20250325T093638_openCV_683.mhd
1742891866869; BronchoscopyVideo_1_20250325T093638_openCV_684.mhd
1742891866969; BronchoscopyVideo_1_20250325T093638_openCV_685.mhd
1742891867069; BronchoscopyVideo_1_20250325T093638_openCV_686.mhd
1742891867169; BronchoscopyVideo_1_20250325T093638_openCV_687.mhd
1742891867269; BronchoscopyVideo_1_20250325T093638_openCV_688.mhd
1742891867369; BronchoscopyVideo_1_20250325T093638_openCV_689.mhd
1742891867469; BronchoscopyVideo_1_20250325T093638_openCV_690.mhd
1742891867569; BronchoscopyVideo_1_20250325T093638_openCV_691.mhd
1742891867669; BronchoscopyVideo_1_20250325T093638_openCV_692.mhd
1742891867769; BronchoscopyVideo_1_20250325T093638_openCV_693.mhd
1742891867869; BronchoscopyVideo_1_20250325T093638_openCV_694.mhd
1742891867969; BronchoscopyVideo_1_20250325T093638_openCV_695.mhd
1742891868069; BronchoscopyVideo_1_20250325T093638_openCV_696.mhd
1742891868169; BronchoscopyVideo_1_20250325T093638_openCV_697.mhd
1742891868269; BronchoscopyVideo_1_20250325T093638_openCV_698.mhd
1742891868369; BronchoscopyVideo_1_20250325T093638_openCV_699.mhd
1742891868469; BronchoscopyVideo_1_20250325T093638_openCV_700.mhd
1742891868569; BronchoscopyVideo_1_20250325T093638_openCV_701.mhd
1742891868669; BronchoscopyVideo_1_20250325T093638_openCV_702.mhd
1742891868769; BronchoscopyVideo_1_20250325T093638_openCV_703.mhd
1742891868869; BronchoscopyVideo_1_20250325T093638_openCV_704.mhd
1742891868969; BronchoscopyVideo_1_20250325T093638_openCV_705.mhd
1742891869069; BronchoscopyVideo_1_20250325T093638_openCV_706.mhd
1742891869169; BronchoscopyVideo_1_20250325T093638_openCV_707.mhd
1742891869269; BronchoscopyVideo_1_20250325T093638_openCV_708.mhd
1742891869369; BronchoscopyVideo_1_20250325T093638_openCV_709.mhd
1742891869469; BronchoscopyVideo_1_20250325T093638_openCV_710.mhd
1742891869569; BronchoscopyVideo_1_20250325T093638_openCV_711.mhd
1742891869669; BronchoscopyVideo_1_20250325T093638_openCV_712.mhd
1742891869769; BronchoscopyVideo_1_20250325T093638_openCV_713.mhd
1742891869869; BronchoscopyVideo_1_20250325T093638_openCV_714.mhd
1742891869969; BronchoscopyVideo_1_20250325T093638_openCV_715.mhd
1742891870069; BronchoscopyVideo_1_20250325T093638_openCV_716.mhd
1742891870169; BronchoscopyVideo_1_20250325T093638_openCV_717.mhd
1742891870269; BronchoscopyVideo_1_20250325T093638_openCV_718.mhd
1742891870369; BronchoscopyVideo_1_20250325T093638_openCV_719.mhd
1742891870469; BronchoscopyVideo_1_20250325T093638_openCV_720.mhd
1742891870569; BronchoscopyVideo_1_20250325T093638_openCV_721.mhd
1742891870669; BronchoscopyVideo_1_20250325T093638_openCV_722.mhd
1742891870769; BronchoscopyVideo_1_20250325T093638_openCV_723.mhd
1742891870869; BronchoscopyVideo_1_20250325T093638_openCV_724.mhd
1742891870969; BronchoscopyVideo_1_20250325T093638_openCV_725.mhd
1742891871069; BronchoscopyVideo_1_20250325T093638_openCV_726.mhd
1742891871169; BronchoscopyVideo_1_20250325T093638_openCV_727.mhd
1742891871269; BronchoscopyVideo_1_20250325T093638_openCV_728.mhd
1742891871369; BronchoscopyVideo_1_20250325T093638_openCV_729.mhd
1742891871469; BronchoscopyVideo_1_20250325T093638_openCV_730.mhd
1742891871569; BronchoscopyVideo_1_20250325T093638_openCV_731.mhd
1742891871669; BronchoscopyVideo_1_20250325T093638_openCV_732.mhd
1742891871769; BronchoscopyVideo_1_20250325T093638_openCV_733.mhd
1742891871869; BronchoscopyVideo_1_20250325T093638_openCV_734.mhd
1742891871969; BronchoscopyVideo_1_20250325T093638_openCV_735.mhd
1742891872069; BronchoscopyVideo_1_20250325T093638_openCV_736.mhd
1742891872169; BronchoscopyVideo_1_20250325T093638_openCV_737.mhd
1742891872269; BronchoscopyVideo_1_20250325T093638_openCV_738.mhd
1742891872369; BronchoscopyVideo_1_20250325T093638_openCV_739.mhd
1742891872469; BronchoscopyVideo_1_20250325T093638_openCV_740.mhd
1742891872569; BronchoscopyVideo_1_20250325T093638_openCV_741.mhd
1742891872669; BronchoscopyVideo_1_20250325T093638_openCV_742.mhd
1742891872769; BronchoscopyVideo_1_20250325T093638_openCV_743.mhd
1742891872869; BronchoscopyVideo_1_20250325T093638_openCV_744.mhd
1742891872969; BronchoscopyVideo_1_20250325T093638_openCV_745.mhd
1742891873069; BronchoscopyVideo_1_20250325T093638_openCV_746.mhd
1742891873169; BronchoscopyVideo_1_20250325T093638_openCV_747.mhd
1742891873269; BronchoscopyVideo_1_20250325T093638_openCV_748.mhd
1742891873369; BronchoscopyVideo_1_20250325T093638_openCV_749.mhd
1742891873469; BronchoscopyVideo_1_20250325T093638_openCV_750.mhd
1742891873569; BronchoscopyVideo_1_20250325T093638_openCV_751.mhd
1742891873669; BronchoscopyVideo_1_20250325T093638_openCV_752.mhd
1742891873769; BronchoscopyVideo_1_20250325T093638_openCV_753.mhd
1742891873869; BronchoscopyVideo_1_20250325T093638_openCV_754.mhd
1742891873969; BronchoscopyVideo_1_20250325T093638_openCV_755.mhd
1742891874069; BronchoscopyVideo_1_20250325T093638_openCV_756.mhd
1742891874169; BronchoscopyVideo_1_20250325T093638_openCV_757.mhd
1742891874269; BronchoscopyVideo_1_20250325T093638_openCV_758.mhd
1742891874369; BronchoscopyVideo_1_20250325T093638_openCV_759.mhd
1742891874469; BronchoscopyVideo_1_20250325T093638_openCV_760.mhd
1742891874569; BronchoscopyVideo_1_20250325T093638_openCV_761.mhd
1742891874669; BronchoscopyVideo_1_20250325T093638_openCV_762.mhd
1742891874769; BronchoscopyVideo_1_20250325T093638_openCV_763.mhd
1742891874869; BronchoscopyVideo_1_20250325T093638_openCV_764.mhd
1742891874969; BronchoscopyVideo_1_20250325T093638_openCV_765.mhd
1742891875069; BronchoscopyVideo_1_20250325T093638_openCV_766.mhd
1742891875169; BronchoscopyVideo_1_20250325T093638_openCV_767.mhd
1742891875269; BronchoscopyVideo_1_20250325T093638_openCV_768.mhd
1742891875369; BronchoscopyVideo_1_20250325T093638_openCV_769.mhd
1742891875469; BronchoscopyVideo_1_20250325T093638_openCV_770.mhd
1742891875569; BronchoscopyVideo_1_20250325T093638_openCV_771.mhd
1742891875669; BronchoscopyVideo_1_20250325T093638_openCV_772.mhd
1742891875769; BronchoscopyVideo_1_20250325T093638_openCV_773.mhd
1742891875869; BronchoscopyVideo_1_20250325T093638_openCV_774.mhd
1742891875969; BronchoscopyVideo_1_20250325T093638_openCV_775.mhd
