Filename; Timestamp from FTS; Matching Timestamp from TXT; Branch number; Position in branch; Branch length; Branch generation; branchCode; Offset [mm]
BronchoscopyVideo_1_20250325T093638_openCV_419.mhd; 1742891840369; 1742891840378; 110; 2; 61; 6; 1,2,2,2,2,2; 3
BronchoscopyVideo_1_20250325T093638_openCV_420.mhd; 1742891840469; 1742891840480; 110; 3; 61; 6; 1,2,2,2,2,2; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_421.mhd; 1742891840569; 1742891840579; 110; 4; 61; 6; 1,2,2,2,2,2; 2.9
BronchoscopyVideo_1_20250325T093638_openCV_422.mhd; 1742891840669; 1742891840678; 110; 4; 61; 6; 1,2,2,2,2,2; 2.7
BronchoscopyVideo_1_20250325T093638_openCV_423.mhd; 1742891840769; 1742891840779; 110; 6; 61; 6; 1,2,2,2,2,2; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_424.mhd; 1742891840869; 1742891840879; 110; 8; 61; 6; 1,2,2,2,2,2; 3.4
BronchoscopyVideo_1_20250325T093638_openCV_425.mhd; 1742891840969; 1742891840978; 110; 8; 61; 6; 1,2,2,2,2,2; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_426.mhd; 1742891841069; 1742891841078; 110; 9; 61; 6; 1,2,2,2,2,2; 3
BronchoscopyVideo_1_20250325T093638_openCV_427.mhd; 1742891841169; 1742891841178; 110; 10; 61; 6; 1,2,2,2,2,2; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_428.mhd; 1742891841269; 1742891841278; 110; 10; 61; 6; 1,2,2,2,2,2; 2
BronchoscopyVideo_1_20250325T093638_openCV_429.mhd; 1742891841369; 1742891841378; 110; 10; 61; 6; 1,2,2,2,2,2; 1.9
BronchoscopyVideo_1_20250325T093638_openCV_430.mhd; 1742891841469; 1742891841478; 110; 11; 61; 6; 1,2,2,2,2,2; 2
BronchoscopyVideo_1_20250325T093638_openCV_431.mhd; 1742891841569; 1742891841578; 110; 11; 61; 6; 1,2,2,2,2,2; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_432.mhd; 1742891841669; 1742891841678; 110; 11; 61; 6; 1,2,2,2,2,2; 2.4
BronchoscopyVideo_1_20250325T093638_openCV_433.mhd; 1742891841769; 1742891841778; 110; 11; 61; 6; 1,2,2,2,2,2; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_434.mhd; 1742891841869; 1742891841878; 110; 10; 61; 6; 1,2,2,2,2,2; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_435.mhd; 1742891841969; 1742891841978; 110; 8; 61; 6; 1,2,2,2,2,2; 1.4
BronchoscopyVideo_1_20250325T093638_openCV_436.mhd; 1742891842069; 1742891842078; 110; 5; 61; 6; 1,2,2,2,2,2; 0.8
BronchoscopyVideo_1_20250325T093638_openCV_437.mhd; 1742891842169; 1742891842178; 110; 3; 61; 6; 1,2,2,2,2,2; 0.5
BronchoscopyVideo_1_20250325T093638_openCV_438.mhd; 1742891842269; 1742891842278; 110; 1; 61; 6; 1,2,2,2,2,2; 0.5
BronchoscopyVideo_1_20250325T093638_openCV_439.mhd; 1742891842369; 1742891842378; 111; 1; 6; 6; 1,2,2,2,2,1; 0.5
BronchoscopyVideo_1_20250325T093638_openCV_440.mhd; 1742891842469; 1742891842478; 111; 1; 6; 6; 1,2,2,2,2,1; 0.5
BronchoscopyVideo_1_20250325T093638_openCV_441.mhd; 1742891842569; 1742891842578; 111; 4; 6; 6; 1,2,2,2,2,1; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_442.mhd; 1742891842669; 1742891842678; 136; 3; 7; 7; 1,2,2,2,2,1,2; 0.1
BronchoscopyVideo_1_20250325T093638_openCV_443.mhd; 1742891842769; 1742891842778; 136; 6; 7; 7; 1,2,2,2,2,1,2; 0.4
BronchoscopyVideo_1_20250325T093638_openCV_444.mhd; 1742891842869; 1742891842877; 134; 4; 43; 8; 1,2,2,2,2,1,2,1; 1.1
BronchoscopyVideo_1_20250325T093638_openCV_445.mhd; 1742891842969; 1742891842977; 135; 11; 14; 7; 1,2,2,2,2,1,1; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_446.mhd; 1742891843069; 1742891843076; 134; 7; 43; 8; 1,2,2,2,2,1,2,1; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_447.mhd; 1742891843169; 1742891843178; 134; 7; 43; 8; 1,2,2,2,2,1,2,1; 0.9
BronchoscopyVideo_1_20250325T093638_openCV_448.mhd; 1742891843269; 1742891843276; 134; 6; 43; 8; 1,2,2,2,2,1,2,1; 1.4
BronchoscopyVideo_1_20250325T093638_openCV_449.mhd; 1742891843369; 1742891843376; 133; 5; 8; 8; 1,2,2,2,2,1,2,2; 1.2
BronchoscopyVideo_1_20250325T093638_openCV_450.mhd; 1742891843469; 1742891843476; 133; 5; 8; 8; 1,2,2,2,2,1,2,2; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_451.mhd; 1742891843569; 1742891843576; 133; 6; 8; 8; 1,2,2,2,2,1,2,2; 1.3
BronchoscopyVideo_1_20250325T093638_openCV_452.mhd; 1742891843669; 1742891843676; 133; 6; 8; 8; 1,2,2,2,2,1,2,2; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_453.mhd; 1742891843769; 1742891843776; 134; 7; 43; 8; 1,2,2,2,2,1,2,1; 1.3
BronchoscopyVideo_1_20250325T093638_openCV_454.mhd; 1742891843869; 1742891843876; 134; 8; 43; 8; 1,2,2,2,2,1,2,1; 1.3
BronchoscopyVideo_1_20250325T093638_openCV_455.mhd; 1742891843969; 1742891843976; 134; 8; 43; 8; 1,2,2,2,2,1,2,1; 0.6
BronchoscopyVideo_1_20250325T093638_openCV_456.mhd; 1742891844069; 1742891844076; 134; 10; 43; 8; 1,2,2,2,2,1,2,1; 1.1
BronchoscopyVideo_1_20250325T093638_openCV_457.mhd; 1742891844169; 1742891844176; 134; 9; 43; 8; 1,2,2,2,2,1,2,1; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_458.mhd; 1742891844269; 1742891844276; 134; 3; 43; 8; 1,2,2,2,2,1,2,1; 2
BronchoscopyVideo_1_20250325T093638_openCV_459.mhd; 1742891844369; 1742891844375; 111; 4; 6; 6; 1,2,2,2,2,1; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_460.mhd; 1742891844469; 1742891844475; 75; 11; 14; 5; 1,2,2,2,2; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_461.mhd; 1742891844569; 1742891844575; 76; 5; 24; 5; 1,2,2,2,1; 1.4
BronchoscopyVideo_1_20250325T093638_openCV_462.mhd; 1742891844669; 1742891844675; 76; 1; 24; 5; 1,2,2,2,1; 1.9
BronchoscopyVideo_1_20250325T093638_openCV_463.mhd; 1742891844769; 1742891844775; 41; 32; 36; 4; 1,2,2,2; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_464.mhd; 1742891844869; 1742891844876; 41; 29; 36; 4; 1,2,2,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_465.mhd; 1742891844969; 1742891844975; 41; 24; 36; 4; 1,2,2,2; 0.6
BronchoscopyVideo_1_20250325T093638_openCV_466.mhd; 1742891845069; 1742891845075; 41; 20; 36; 4; 1,2,2,2; 1.3
BronchoscopyVideo_1_20250325T093638_openCV_467.mhd; 1742891845169; 1742891845175; 41; 18; 36; 4; 1,2,2,2; 1.9
BronchoscopyVideo_1_20250325T093638_openCV_468.mhd; 1742891845269; 1742891845275; 41; 17; 36; 4; 1,2,2,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_469.mhd; 1742891845369; 1742891845375; 41; 15; 36; 4; 1,2,2,2; 1.9
BronchoscopyVideo_1_20250325T093638_openCV_470.mhd; 1742891845469; 1742891845475; 41; 10; 36; 4; 1,2,2,2; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_471.mhd; 1742891845569; 1742891845575; 41; 5; 36; 4; 1,2,2,2; 3
BronchoscopyVideo_1_20250325T093638_openCV_472.mhd; 1742891845669; 1742891845675; 40; 5; 15; 4; 1,2,2,1; 2
BronchoscopyVideo_1_20250325T093638_openCV_473.mhd; 1742891845769; 1742891845775; 40; 4; 15; 4; 1,2,2,1; 2
BronchoscopyVideo_1_20250325T093638_openCV_474.mhd; 1742891845869; 1742891845875; 40; 5; 15; 4; 1,2,2,1; 1.4
BronchoscopyVideo_1_20250325T093638_openCV_475.mhd; 1742891845969; 1742891845975; 40; 2; 15; 4; 1,2,2,1; 1
BronchoscopyVideo_1_20250325T093638_openCV_476.mhd; 1742891846069; 1742891846075; 16; 48; 48; 3; 1,2,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_477.mhd; 1742891846169; 1742891846174; 16; 47; 48; 3; 1,2,2; 1.4
BronchoscopyVideo_1_20250325T093638_openCV_478.mhd; 1742891846269; 1742891846274; 16; 47; 48; 3; 1,2,2; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_479.mhd; 1742891846369; 1742891846375; 40; 1; 15; 4; 1,2,2,1; 5.3
BronchoscopyVideo_1_20250325T093638_openCV_480.mhd; 1742891846469; 1742891846474; 16; 48; 48; 3; 1,2,2; 8.9
BronchoscopyVideo_1_20250325T093638_openCV_481.mhd; 1742891846569; 1742891846579; 16; 48; 48; 3; 1,2,2; 9.2
BronchoscopyVideo_1_20250325T093638_openCV_482.mhd; 1742891846669; 1742891846674; 16; 46; 48; 3; 1,2,2; 7.2
BronchoscopyVideo_1_20250325T093638_openCV_483.mhd; 1742891846769; 1742891846773; 16; 40; 48; 3; 1,2,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_484.mhd; 1742891846869; 1742891846873; 16; 40; 48; 3; 1,2,2; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_485.mhd; 1742891846969; 1742891846973; 16; 42; 48; 3; 1,2,2; 3.3
BronchoscopyVideo_1_20250325T093638_openCV_486.mhd; 1742891847069; 1742891847073; 16; 43; 48; 3; 1,2,2; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_487.mhd; 1742891847169; 1742891847173; 16; 44; 48; 3; 1,2,2; 5.6
BronchoscopyVideo_1_20250325T093638_openCV_488.mhd; 1742891847269; 1742891847273; 16; 44; 48; 3; 1,2,2; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_489.mhd; 1742891847369; 1742891847373; 16; 43; 48; 3; 1,2,2; 4.4
BronchoscopyVideo_1_20250325T093638_openCV_490.mhd; 1742891847469; 1742891847473; 16; 44; 48; 3; 1,2,2; 4.8
BronchoscopyVideo_1_20250325T093638_openCV_491.mhd; 1742891847569; 1742891847573; 16; 46; 48; 3; 1,2,2; 5.3
BronchoscopyVideo_1_20250325T093638_openCV_492.mhd; 1742891847669; 1742891847673; 40; 3; 15; 4; 1,2,2,1; 5.1
BronchoscopyVideo_1_20250325T093638_openCV_493.mhd; 1742891847769; 1742891847773; 40; 6; 15; 4; 1,2,2,1; 4.7
BronchoscopyVideo_1_20250325T093638_openCV_494.mhd; 1742891847869; 1742891847873; 40; 8; 15; 4; 1,2,2,1; 4.7
BronchoscopyVideo_1_20250325T093638_openCV_495.mhd; 1742891847969; 1742891847973; 40; 10; 15; 4; 1,2,2,1; 5
BronchoscopyVideo_1_20250325T093638_openCV_496.mhd; 1742891848069; 1742891848073; 73; 6; 13; 5; 1,2,2,1,1; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_497.mhd; 1742891848169; 1742891848173; 73; 8; 13; 5; 1,2,2,1,1; 3.5
BronchoscopyVideo_1_20250325T093638_openCV_498.mhd; 1742891848269; 1742891848273; 73; 9; 13; 5; 1,2,2,1,1; 3.8
BronchoscopyVideo_1_20250325T093638_openCV_499.mhd; 1742891848369; 1742891848373; 106; 4; 12; 6; 1,2,2,1,1,1; 4.2
BronchoscopyVideo_1_20250325T093638_openCV_500.mhd; 1742891848469; 1742891848473; 106; 7; 12; 6; 1,2,2,1,1,1; 3.8
BronchoscopyVideo_1_20250325T093638_openCV_501.mhd; 1742891848569; 1742891848573; 106; 7; 12; 6; 1,2,2,1,1,1; 3.7
BronchoscopyVideo_1_20250325T093638_openCV_502.mhd; 1742891848669; 1742891848673; 106; 7; 12; 6; 1,2,2,1,1,1; 4.5
BronchoscopyVideo_1_20250325T093638_openCV_503.mhd; 1742891848769; 1742891848772; 106; 7; 12; 6; 1,2,2,1,1,1; 4.8
BronchoscopyVideo_1_20250325T093638_openCV_504.mhd; 1742891848869; 1742891848872; 106; 8; 12; 6; 1,2,2,1,1,1; 4.4
BronchoscopyVideo_1_20250325T093638_openCV_505.mhd; 1742891848969; 1742891848971; 106; 8; 12; 6; 1,2,2,1,1,1; 3.4
BronchoscopyVideo_1_20250325T093638_openCV_506.mhd; 1742891849069; 1742891849072; 106; 10; 12; 6; 1,2,2,1,1,1; 2.6
BronchoscopyVideo_1_20250325T093638_openCV_507.mhd; 1742891849169; 1742891849171; 125; 1; 9; 7; 1,2,2,1,1,1,2; 1.1
BronchoscopyVideo_1_20250325T093638_openCV_508.mhd; 1742891849269; 1742891849271; 106; 10; 12; 6; 1,2,2,1,1,1; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_509.mhd; 1742891849369; 1742891849371; 106; 10; 12; 6; 1,2,2,1,1,1; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_510.mhd; 1742891849469; 1742891849471; 106; 10; 12; 6; 1,2,2,1,1,1; 3.7
BronchoscopyVideo_1_20250325T093638_openCV_511.mhd; 1742891849569; 1742891849571; 106; 10; 12; 6; 1,2,2,1,1,1; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_512.mhd; 1742891849669; 1742891849671; 106; 10; 12; 6; 1,2,2,1,1,1; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_513.mhd; 1742891849769; 1742891849771; 106; 9; 12; 6; 1,2,2,1,1,1; 3
BronchoscopyVideo_1_20250325T093638_openCV_514.mhd; 1742891849869; 1742891849871; 106; 10; 12; 6; 1,2,2,1,1,1; 2.4
BronchoscopyVideo_1_20250325T093638_openCV_515.mhd; 1742891849969; 1742891849971; 106; 10; 12; 6; 1,2,2,1,1,1; 0.9
BronchoscopyVideo_1_20250325T093638_openCV_516.mhd; 1742891850069; 1742891850071; 126; 2; 9; 7; 1,2,2,1,1,1,1; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_517.mhd; 1742891850169; 1742891850171; 126; 4; 9; 7; 1,2,2,1,1,1,1; 3.5
BronchoscopyVideo_1_20250325T093638_openCV_518.mhd; 1742891850269; 1742891850271; 126; 6; 9; 7; 1,2,2,1,1,1,1; 4.8
BronchoscopyVideo_1_20250325T093638_openCV_519.mhd; 1742891850369; 1742891850371; 126; 7; 9; 7; 1,2,2,1,1,1,1; 5.2
BronchoscopyVideo_1_20250325T093638_openCV_520.mhd; 1742891850469; 1742891850471; 126; 3; 9; 7; 1,2,2,1,1,1,1; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_521.mhd; 1742891850569; 1742891850571; 106; 6; 12; 6; 1,2,2,1,1,1; 5.4
BronchoscopyVideo_1_20250325T093638_openCV_522.mhd; 1742891850669; 1742891850671; 106; 8; 12; 6; 1,2,2,1,1,1; 10.1
BronchoscopyVideo_1_20250325T093638_openCV_523.mhd; 1742891850769; 1742891850771; 40; 4; 15; 4; 1,2,2,1; 11
BronchoscopyVideo_1_20250325T093638_openCV_524.mhd; 1742891850869; 1742891850871; 106; 10; 12; 6; 1,2,2,1,1,1; 10.5
BronchoscopyVideo_1_20250325T093638_openCV_525.mhd; 1742891850969; 1742891850971; 126; 2; 9; 7; 1,2,2,1,1,1,1; 9.8
BronchoscopyVideo_1_20250325T093638_openCV_526.mhd; 1742891851069; 1742891851071; 126; 2; 9; 7; 1,2,2,1,1,1,1; 9.4
BronchoscopyVideo_1_20250325T093638_openCV_527.mhd; 1742891851169; 1742891851170; 106; 7; 12; 6; 1,2,2,1,1,1; 8.4
BronchoscopyVideo_1_20250325T093638_openCV_528.mhd; 1742891851269; 1742891851270; 106; 5; 12; 6; 1,2,2,1,1,1; 6.4
BronchoscopyVideo_1_20250325T093638_openCV_529.mhd; 1742891851369; 1742891851370; 106; 5; 12; 6; 1,2,2,1,1,1; 5.3
BronchoscopyVideo_1_20250325T093638_openCV_530.mhd; 1742891851469; 1742891851469; 106; 6; 12; 6; 1,2,2,1,1,1; 4.9
BronchoscopyVideo_1_20250325T093638_openCV_531.mhd; 1742891851569; 1742891851570; 106; 7; 12; 6; 1,2,2,1,1,1; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_532.mhd; 1742891851669; 1742891851670; 126; 1; 9; 7; 1,2,2,1,1,1,1; 4
BronchoscopyVideo_1_20250325T093638_openCV_533.mhd; 1742891851769; 1742891851770; 106; 10; 12; 6; 1,2,2,1,1,1; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_534.mhd; 1742891851869; 1742891851869; 126; 3; 9; 7; 1,2,2,1,1,1,1; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_535.mhd; 1742891851969; 1742891851969; 126; 5; 9; 7; 1,2,2,1,1,1,1; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_536.mhd; 1742891852069; 1742891852069; 126; 6; 9; 7; 1,2,2,1,1,1,1; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_537.mhd; 1742891852169; 1742891852169; 126; 6; 9; 7; 1,2,2,1,1,1,1; 4.7
BronchoscopyVideo_1_20250325T093638_openCV_538.mhd; 1742891852269; 1742891852269; 126; 6; 9; 7; 1,2,2,1,1,1,1; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_539.mhd; 1742891852369; 1742891852369; 126; 3; 9; 7; 1,2,2,1,1,1,1; 2.8
BronchoscopyVideo_1_20250325T093638_openCV_540.mhd; 1742891852469; 1742891852469; 106; 9; 12; 6; 1,2,2,1,1,1; 2.4
BronchoscopyVideo_1_20250325T093638_openCV_541.mhd; 1742891852569; 1742891852569; 106; 8; 12; 6; 1,2,2,1,1,1; 4.2
BronchoscopyVideo_1_20250325T093638_openCV_542.mhd; 1742891852669; 1742891852669; 106; 8; 12; 6; 1,2,2,1,1,1; 5.1
BronchoscopyVideo_1_20250325T093638_openCV_543.mhd; 1742891852769; 1742891852769; 106; 8; 12; 6; 1,2,2,1,1,1; 5.6
BronchoscopyVideo_1_20250325T093638_openCV_544.mhd; 1742891852869; 1742891852869; 106; 8; 12; 6; 1,2,2,1,1,1; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_545.mhd; 1742891852969; 1742891852969; 106; 10; 12; 6; 1,2,2,1,1,1; 3.7
BronchoscopyVideo_1_20250325T093638_openCV_546.mhd; 1742891853069; 1742891853069; 106; 10; 12; 6; 1,2,2,1,1,1; 3
BronchoscopyVideo_1_20250325T093638_openCV_547.mhd; 1742891853169; 1742891853169; 106; 9; 12; 6; 1,2,2,1,1,1; 3.4
BronchoscopyVideo_1_20250325T093638_openCV_548.mhd; 1742891853269; 1742891853269; 106; 11; 12; 6; 1,2,2,1,1,1; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_549.mhd; 1742891853369; 1742891853369; 125; 1; 9; 7; 1,2,2,1,1,1,2; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_550.mhd; 1742891853469; 1742891853469; 126; 4; 9; 7; 1,2,2,1,1,1,1; 4.4
BronchoscopyVideo_1_20250325T093638_openCV_551.mhd; 1742891853569; 1742891853569; 126; 6; 9; 7; 1,2,2,1,1,1,1; 5.8
BronchoscopyVideo_1_20250325T093638_openCV_552.mhd; 1742891853669; 1742891853669; 124; 3; 46; 8; 1,2,2,1,1,1,1,2; 6.1
BronchoscopyVideo_1_20250325T093638_openCV_553.mhd; 1742891853769; 1742891853769; 126; 7; 9; 7; 1,2,2,1,1,1,1; 6.2
BronchoscopyVideo_1_20250325T093638_openCV_554.mhd; 1742891853869; 1742891853868; 124; 4; 46; 8; 1,2,2,1,1,1,1,2; 5.4
BronchoscopyVideo_1_20250325T093638_openCV_555.mhd; 1742891853969; 1742891853968; 126; 5; 9; 7; 1,2,2,1,1,1,1; 4.7
BronchoscopyVideo_1_20250325T093638_openCV_556.mhd; 1742891854069; 1742891854068; 125; 4; 9; 7; 1,2,2,1,1,1,2; 4.5
BronchoscopyVideo_1_20250325T093638_openCV_557.mhd; 1742891854169; 1742891854168; 125; 4; 9; 7; 1,2,2,1,1,1,2; 5
BronchoscopyVideo_1_20250325T093638_openCV_558.mhd; 1742891854269; 1742891854267; 106; 7; 12; 6; 1,2,2,1,1,1; 4.5
BronchoscopyVideo_1_20250325T093638_openCV_559.mhd; 1742891854369; 1742891854368; 106; 5; 12; 6; 1,2,2,1,1,1; 5.4
BronchoscopyVideo_1_20250325T093638_openCV_560.mhd; 1742891854469; 1742891854467; 106; 5; 12; 6; 1,2,2,1,1,1; 5.9
BronchoscopyVideo_1_20250325T093638_openCV_561.mhd; 1742891854569; 1742891854567; 106; 5; 12; 6; 1,2,2,1,1,1; 5.8
BronchoscopyVideo_1_20250325T093638_openCV_562.mhd; 1742891854669; 1742891854667; 106; 5; 12; 6; 1,2,2,1,1,1; 5.6
BronchoscopyVideo_1_20250325T093638_openCV_563.mhd; 1742891854769; 1742891854768; 106; 6; 12; 6; 1,2,2,1,1,1; 3.8
BronchoscopyVideo_1_20250325T093638_openCV_564.mhd; 1742891854869; 1742891854867; 106; 7; 12; 6; 1,2,2,1,1,1; 3
BronchoscopyVideo_1_20250325T093638_openCV_565.mhd; 1742891854969; 1742891854967; 106; 8; 12; 6; 1,2,2,1,1,1; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_566.mhd; 1742891855069; 1742891855067; 106; 6; 12; 6; 1,2,2,1,1,1; 4.9
BronchoscopyVideo_1_20250325T093638_openCV_567.mhd; 1742891855169; 1742891855167; 106; 6; 12; 6; 1,2,2,1,1,1; 5.9
BronchoscopyVideo_1_20250325T093638_openCV_568.mhd; 1742891855269; 1742891855267; 106; 6; 12; 6; 1,2,2,1,1,1; 6.4
BronchoscopyVideo_1_20250325T093638_openCV_569.mhd; 1742891855369; 1742891855367; 106; 6; 12; 6; 1,2,2,1,1,1; 6.6
BronchoscopyVideo_1_20250325T093638_openCV_570.mhd; 1742891855469; 1742891855467; 106; 6; 12; 6; 1,2,2,1,1,1; 4.9
BronchoscopyVideo_1_20250325T093638_openCV_571.mhd; 1742891855569; 1742891855567; 106; 6; 12; 6; 1,2,2,1,1,1; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_572.mhd; 1742891855669; 1742891855667; 106; 6; 12; 6; 1,2,2,1,1,1; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_573.mhd; 1742891855769; 1742891855767; 106; 5; 12; 6; 1,2,2,1,1,1; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_574.mhd; 1742891855869; 1742891855867; 106; 5; 12; 6; 1,2,2,1,1,1; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_575.mhd; 1742891855969; 1742891855967; 106; 5; 12; 6; 1,2,2,1,1,1; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_576.mhd; 1742891856069; 1742891856066; 106; 5; 12; 6; 1,2,2,1,1,1; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_577.mhd; 1742891856169; 1742891856166; 106; 6; 12; 6; 1,2,2,1,1,1; 1.2
BronchoscopyVideo_1_20250325T093638_openCV_578.mhd; 1742891856269; 1742891856266; 106; 6; 12; 6; 1,2,2,1,1,1; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_579.mhd; 1742891856369; 1742891856366; 106; 6; 12; 6; 1,2,2,1,1,1; 3.3
BronchoscopyVideo_1_20250325T093638_openCV_580.mhd; 1742891856469; 1742891856466; 107; 8; 27; 6; 1,2,2,1,1,2; 2.8
BronchoscopyVideo_1_20250325T093638_openCV_581.mhd; 1742891856569; 1742891856566; 107; 13; 27; 6; 1,2,2,1,1,2; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_582.mhd; 1742891856669; 1742891856666; 107; 16; 27; 6; 1,2,2,1,1,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_583.mhd; 1742891856769; 1742891856766; 107; 18; 27; 6; 1,2,2,1,1,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_584.mhd; 1742891856869; 1742891856866; 107; 17; 27; 6; 1,2,2,1,1,2; 1.1
BronchoscopyVideo_1_20250325T093638_openCV_585.mhd; 1742891856969; 1742891856965; 107; 18; 27; 6; 1,2,2,1,1,2; 0.7
BronchoscopyVideo_1_20250325T093638_openCV_586.mhd; 1742891857069; 1742891857066; 107; 17; 27; 6; 1,2,2,1,1,2; 0.8
BronchoscopyVideo_1_20250325T093638_openCV_587.mhd; 1742891857169; 1742891857165; 107; 20; 27; 6; 1,2,2,1,1,2; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_588.mhd; 1742891857269; 1742891857266; 107; 20; 27; 6; 1,2,2,1,1,2; 4.4
BronchoscopyVideo_1_20250325T093638_openCV_589.mhd; 1742891857369; 1742891857365; 107; 21; 27; 6; 1,2,2,1,1,2; 6.1
BronchoscopyVideo_1_20250325T093638_openCV_590.mhd; 1742891857469; 1742891857465; 107; 20; 27; 6; 1,2,2,1,1,2; 8
BronchoscopyVideo_1_20250325T093638_openCV_591.mhd; 1742891857569; 1742891857565; 107; 20; 27; 6; 1,2,2,1,1,2; 9.5
BronchoscopyVideo_1_20250325T093638_openCV_592.mhd; 1742891857669; 1742891857666; 107; 17; 27; 6; 1,2,2,1,1,2; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_593.mhd; 1742891857769; 1742891857765; 107; 13; 27; 6; 1,2,2,1,1,2; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_594.mhd; 1742891857869; 1742891857865; 107; 9; 27; 6; 1,2,2,1,1,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_595.mhd; 1742891857969; 1742891857965; 106; 6; 12; 6; 1,2,2,1,1,1; 1.4
BronchoscopyVideo_1_20250325T093638_openCV_596.mhd; 1742891858069; 1742891858065; 106; 6; 12; 6; 1,2,2,1,1,1; 6
BronchoscopyVideo_1_20250325T093638_openCV_597.mhd; 1742891858169; 1742891858165; 106; 7; 12; 6; 1,2,2,1,1,1; 8.7
BronchoscopyVideo_1_20250325T093638_openCV_598.mhd; 1742891858269; 1742891858265; 106; 8; 12; 6; 1,2,2,1,1,1; 9.6
BronchoscopyVideo_1_20250325T093638_openCV_599.mhd; 1742891858369; 1742891858364; 16; 45; 48; 3; 1,2,2; 11.1
BronchoscopyVideo_1_20250325T093638_openCV_600.mhd; 1742891858469; 1742891858464; 16; 44; 48; 3; 1,2,2; 11.2
BronchoscopyVideo_1_20250325T093638_openCV_601.mhd; 1742891858569; 1742891858564; 106; 9; 12; 6; 1,2,2,1,1,1; 10.2
BronchoscopyVideo_1_20250325T093638_openCV_602.mhd; 1742891858669; 1742891858664; 126; 2; 9; 7; 1,2,2,1,1,1,1; 9.8
BronchoscopyVideo_1_20250325T093638_openCV_603.mhd; 1742891858769; 1742891858764; 126; 2; 9; 7; 1,2,2,1,1,1,1; 10.5
BronchoscopyVideo_1_20250325T093638_openCV_604.mhd; 1742891858869; 1742891858864; 40; 6; 15; 4; 1,2,2,1; 7.8
BronchoscopyVideo_1_20250325T093638_openCV_605.mhd; 1742891858969; 1742891858964; 40; 5; 15; 4; 1,2,2,1; 7.5
BronchoscopyVideo_1_20250325T093638_openCV_606.mhd; 1742891859069; 1742891859064; 40; 3; 15; 4; 1,2,2,1; 8.6
BronchoscopyVideo_1_20250325T093638_openCV_607.mhd; 1742891859169; 1742891859164; 40; 4; 15; 4; 1,2,2,1; 9.6
BronchoscopyVideo_1_20250325T093638_openCV_608.mhd; 1742891859269; 1742891859264; 40; 5; 15; 4; 1,2,2,1; 8
